,Unnamed: 0,ID,Duration,Explicit,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Preview,Time Series,Sampling Rate,Log Mel,MFCC
63,155,03Z0v1NYSk186ajlxqHSx4,220160,False,48,0.679,0.946,9,-5.281000000000001,1,0.0638,0.00655,3.46e-05,0.0524,0.89,115.425,4,https://p.scdn.co/mp3-preview/13cc6d4828afddd19b86c97f820e3ab9b809bd87?cid=28588cda247f4f599396da1ad5712d00,"[ 0.21425042  0.36572865  0.20562431 ... -0.1872758  -0.5883638
  0.02888654]",22050,"[[  9.227254     3.6385405   -6.2481074  ...  -0.51344705  -2.2163353
   -1.8608563 ]
 [  9.848447    13.572756    14.730738   ...  13.079115    10.118532
    5.7654114 ]
 [ 17.548388    21.628645    20.41199    ...   9.76828      7.554038
    5.421216  ]
 ...
 [-14.420292   -15.847988   -21.150503   ...  -6.513994   -11.533438
  -15.6355    ]
 [-17.134315   -18.65535    -22.461594   ... -15.468472   -18.893663
  -19.218952  ]
 [-19.177458   -23.64784    -31.316875   ... -28.534576   -29.239895
  -26.605711  ]]","[[ 0.6225181   0.3738485  -0.773028   ...  2.611127    2.008037
  -0.56228226]
 [ 0.4164998   0.40563166 -0.58969015 ...  2.1167245   1.5340025
  -0.3769261 ]
 [-0.00333314  0.30284685 -0.6971733  ...  1.7410886   0.9727717
   0.41733655]
 ...
 [-0.06679302 -0.28172716  0.38740847 ...  1.0691776   0.28351176
   0.25021556]
 [-0.7718754   0.12391407 -0.03752429 ...  0.7553997  -0.14167996
  -0.7996691 ]
 [ 0.01701841  0.49093294  0.09274685 ...  0.57901627 -0.58281654
  -0.9613117 ]]"
64,158,2WfaOiMkCvy7F5fcp2zZ8L,225280,False,83,0.573,0.902,6,-7.638,0,0.054000000000000006,0.018000000000000002,0.00125,0.0928,0.8759999999999999,84.412,4,https://p.scdn.co/mp3-preview/0f980d0fac59f77123d0272b78bce97f1374d9e9?cid=28588cda247f4f599396da1ad5712d00,[0.04462335 0.12495153 0.12785053 ... 0.8524038  0.58638626 0.43462342],22050,"[[  3.8867404   9.998685   12.68046   ...  -2.0286982 -10.338081
   -5.615883 ]
 [ 12.815476   18.694094   20.09536   ...  11.690727    8.723797
    8.0839615]
 [ 13.96579    14.366621   13.197165  ...  10.076975    7.3283644
    5.8075237]
 ...
 [-23.306618  -25.51936   -27.597187  ... -48.586533  -47.058098
  -10.258261 ]
 [-26.000923  -31.978674  -39.583176  ... -49.904865  -49.904865
  -14.666576 ]
 [-32.047455  -38.0687    -49.904865  ... -49.904865  -49.904865
  -20.44709  ]]","[[-0.3366285   0.37242833 -1.0252205  ...  0.7017611   2.375681
   0.75683874]
 [-0.23584463  0.29563838 -1.1770883  ...  0.5567779   1.8876193
   1.4395822 ]
 [-0.02369352  0.36987513 -1.5060216  ...  0.5971431   1.1072844
   1.4612124 ]
 ...
 [-1.257884    2.2454083  -2.218211   ...  0.8288742  -0.32307616
  -0.5728442 ]
 [-1.463492    2.4737842  -2.2996984  ...  0.33410957 -0.13428783
  -0.7395077 ]
 [ 0.5942698  -0.57788074  1.4317702  ... -2.2970545  -0.417388
  -1.5449786 ]]"
65,161,0HEmnAUT8PHznIAAmVXqFJ,193200,False,75,0.887,0.48,11,-11.994000000000002,1,0.11699999999999999,0.0094,3.5799999999999996e-05,0.0662,0.607,95.846,4,https://p.scdn.co/mp3-preview/ad227db8dedb8bbe85768d81a804db1d6e537967?cid=28588cda247f4f599396da1ad5712d00,"[ 0.03607931  0.05228663  0.0761264  ... -0.00595604 -0.04583275
 -0.08542036]",22050,"[[ 13.734989   8.511083   4.21081  ...  12.861271  12.358362   6.351848]
 [ 15.873537  14.47419   10.127041 ...  25.61432   24.100483  14.612893]
 [ 14.930918  13.289917   9.151283 ...  26.259424  23.62031   17.728077]
 ...
 [-21.889277 -22.119282 -22.526016 ... -10.63489  -14.448257 -21.1915  ]
 [-22.66045  -23.675928 -27.850788 ... -15.335222 -18.515774 -29.776571]
 [-33.854984 -36.130783 -37.073055 ... -29.49556  -28.851068 -35.944447]]","[[-0.1309637   0.4067263   1.3302778  ... -0.828617    0.679387
  -0.05037438]
 [-0.0108055   0.7106127   0.85848844 ... -0.89478797  0.53832763
   0.5628417 ]
 [ 0.00899746  1.0522624   0.1252022  ... -0.4299435   0.45786268
   0.5542003 ]
 ...
 [ 0.564099   -0.70087224  0.8767714  ... -0.4951621   0.5911941
   0.77803063]
 [ 0.16450746 -0.45705718  0.6983476  ... -0.3676985   0.14595114
   0.10707695]
 [-0.13799025  0.30463293  0.15753601 ... -0.0693331  -0.13457505
  -0.4330308 ]]"
66,163,2hvOsGJc6qll4WzW8Ljqc3,185960,False,66,0.7509999999999999,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,4,https://p.scdn.co/mp3-preview/eedafab6270e0ccba501b7560198f9e2d0f53148?cid=28588cda247f4f599396da1ad5712d00,"[-0.00399438 -0.0217727  -0.02466404 ... -0.0389672  -0.03924076
 -0.04036778]",22050,"[[ 6.23203230e+00  3.20236397e+00 -8.36555719e-01 ...  6.31571689e-04
  -1.62217438e+00  3.10158253e+00]
 [ 1.20640202e+01  9.61615944e+00  4.77968645e+00 ...  1.04269733e+01
   1.09559870e+01  1.19725399e+01]
 [ 1.36728458e+01  1.28785515e+01  9.87015629e+00 ...  3.42915010e+00
   4.54926300e+00  4.13459587e+00]
 ...
 [-2.43318844e+01 -1.60254841e+01 -5.43510056e+00 ... -4.59266167e+01
  -4.59266167e+01 -4.59266167e+01]
 [-2.73047161e+01 -1.53891573e+01 -5.31019020e+00 ... -4.59266167e+01
  -4.59266167e+01 -4.59266167e+01]
 [-3.88429108e+01 -3.11918926e+01 -2.02206821e+01 ... -4.59266167e+01
  -4.59266167e+01 -4.59266167e+01]]","[[-0.29848027  0.43374807  0.22619005 ...  0.5111815  -0.15796559
   0.454588  ]
 [-0.09860548 -0.18946813  0.5796791  ... -0.43438202 -0.04211909
  -0.00430052]
 [ 0.10567675 -1.290321    1.3730365  ... -0.9660236  -0.62627226
   0.26266986]
 ...
 [-3.243575    3.5016572   0.7169669  ... -0.57151544  0.9019052
  -0.73874515]
 [-3.5491877   3.4090705   1.4861451  ... -1.292922    1.2898213
  -0.27810505]
 [-3.6315584   3.2434006   1.9176513  ... -1.5111754   1.0598155
   0.59365296]]"
67,164,51H2y6YrNNXcy3dfc3qSbA,352906,False,71,0.7290000000000001,0.9890000000000001,9,-4.613,0,0.049,0.0102,4.45e-05,0.44299999999999995,0.84,126.47,4,https://p.scdn.co/mp3-preview/5fc1bc59898ea8d0d23cf88810828d014020ef5d?cid=28588cda247f4f599396da1ad5712d00,"[-0.08214316 -0.1708915  -0.15632625 ...  0.18235038  0.30636513
  0.44255424]",22050,"[[  8.459517     8.1366005    9.208684   ...   9.075706    10.73146
   10.9630575 ]
 [  5.487599     4.371439    -0.39929894 ...  -6.4094057   -8.7789135
   -9.481653  ]
 [  7.2489567   10.046188    10.015902   ...   0.88985556   1.0078559
    0.4088277 ]
 ...
 [-32.74586    -36.370296   -40.41124    ...  -6.4498653  -16.330536
  -28.933624  ]
 [-31.590082   -37.2043     -45.08547    ... -23.257977   -32.593254
  -28.65452   ]
 [-30.455692   -36.279076   -46.387478   ... -46.387478   -45.528675
  -31.52993   ]]","[[-0.8997984   0.6599247  -0.5411888  ... -0.31614563  0.6946918
  -0.7006851 ]
 [-0.8895447   0.915779   -1.023167   ...  0.07496816  0.09305688
  -0.6092734 ]
 [-1.0743365   1.2415107  -1.5750972  ...  0.29349402 -0.07841619
  -0.9436163 ]
 ...
 [ 0.3856784  -3.4094248  -0.29092267 ... -0.22272432  2.1531224
   0.94635373]
 [-0.5634426  -1.4427476  -1.0580975  ... -0.23026276  1.8469217
   0.2280119 ]
 [-0.608656   -0.11373968 -1.5904224  ... -0.5642077   1.1644535
  -0.22368768]]"
68,165,3MrRksHupTVEQ7YbA0FsZK,310333,False,75,0.536,0.8440000000000001,6,-6.917999999999999,0,0.057999999999999996,0.0628,0.00084,0.0608,0.185,117.652,4,https://p.scdn.co/mp3-preview/95b70df7dda2d699957e8b068b89e233e3a5e5ee?cid=28588cda247f4f599396da1ad5712d00,"[-0.05690344 -0.03114072  0.04553373 ... -0.09320276 -0.13651721
 -0.11782896]",22050,"[[ -1.9623746   -5.12189    -10.006761   ... -17.40445    -12.448408
  -10.127629  ]
 [  8.923193     7.7937183    0.62800705 ...  -9.050209    -9.652106
  -14.948255  ]
 [ 13.892944    11.221934     7.4033422  ... -14.652847   -14.468554
  -21.083889  ]
 ...
 [-25.775658   -29.108154   -34.18048    ... -15.564026   -17.109495
  -21.28024   ]
 [-33.032845   -32.805374   -34.20494    ... -27.63345    -28.75884
  -29.627449  ]
 [-34.40799    -39.943256   -47.86543    ... -32.653374   -37.500607
  -34.78628   ]]","[[-0.705391    1.2019507  -1.0552322  ... -0.00938265  2.0116947
   1.857791  ]
 [-0.54920137  1.4134989  -1.1934211  ...  0.50512123  0.85080093
   1.4081496 ]
 [-0.64023995  1.830232   -1.3659174  ... -0.2363986  -0.62548774
   0.27597874]
 ...
 [-1.3572897  -1.369556    0.5645171  ... -0.6227206  -1.9067844
  -1.9402615 ]
 [-1.454684   -1.5287039   0.40489724 ... -1.2631803  -1.7248904
  -1.0423752 ]
 [-1.9395093  -1.3332442   0.24348903 ... -1.268978   -1.1629088
  -0.452994  ]]"
69,166,1KSkVwl54ghzE1jSbsVNBr,212013,False,50,0.442,0.935,9,-6.903,1,0.0424,0.0524,0.000307,0.188,0.514,151.44799999999998,4,https://p.scdn.co/mp3-preview/67dcac3ab43f6382c55f8b8ffc6405c934f20f3b?cid=28588cda247f4f599396da1ad5712d00,"[ 0.10794227  0.17458966  0.0607371  ... -0.00874172  0.09644889
  0.12346259]",22050,"[[  6.049101    0.2530589  -8.738727  ... -13.005376   -9.971155
   -3.6171732]
 [  3.0998197   3.9092038   5.901451  ...   5.338519    3.2472918
    3.8948061]
 [  9.45723     8.706376    4.6347327 ...   9.994266   10.540147
   10.032587 ]
 ...
 [-13.507986  -14.49266   -14.327591  ... -10.980581  -17.683455
  -17.666473 ]
 [-17.86679   -19.430395  -21.758682  ... -14.854302  -17.43804
  -16.803328 ]
 [-25.327557  -28.319778  -31.556606  ... -30.874744  -27.066853
  -26.427292 ]]","[[ 0.13921802  0.0813626  -0.38138098 ... -0.45537677 -0.7742986
  -0.2799603 ]
 [ 0.06564934  0.18668625 -0.66303265 ... -0.2630408  -0.2197399
  -0.641323  ]
 [-0.27891722 -0.01309729 -0.71303135 ...  0.36907315 -0.71318644
  -1.0739808 ]
 ...
 [ 0.59012204 -1.0441458   1.2028625  ...  0.21233682 -1.6697336
  -0.36936927]
 [ 0.39649665 -0.35845593  1.2146087  ...  0.4714923  -1.342794
  -1.016272  ]
 [ 0.04274096 -0.8347463   0.8431528  ...  0.82314605 -1.2088612
  -0.4495798 ]]"
70,167,64F1ojnPPiJiFZtYQtHB7r,245533,False,58,0.823,0.563,0,-10.134,0,0.0318,0.158,0.00033,0.0861,0.563,108.86,4,https://p.scdn.co/mp3-preview/87c16ecb6ef2618e8acd688d77b9f9f76d090ee2?cid=28588cda247f4f599396da1ad5712d00,[0.09352107 0.11856701 0.06573692 ... 0.18384288 0.16667828 0.02741544],22050,"[[  7.4674234    6.1953216    3.6737952  ...   7.1322165    1.8776746
   -1.5753124 ]
 [  7.8658123    9.116048     7.129078   ...  13.680639     2.8978631
   -0.74907655]
 [ 12.835498    14.176283    13.026809   ...  19.021837    13.967733
   11.439734  ]
 ...
 [-30.988197   -33.766953   -36.408897   ... -15.192226   -18.76683
  -22.462523  ]
 [-29.32523    -34.015804   -41.901096   ... -24.056948   -28.655762
  -33.840282  ]
 [-29.318943   -35.16282    -48.401917   ... -38.490837   -38.3379
  -33.781036  ]]","[[-0.7908539   0.06092132 -1.3710136  ... -1.7923415   1.2633952
   0.24368756]
 [-0.9127842   0.45207664 -1.0554943  ... -1.0181416   1.2171367
   1.3455455 ]
 [-1.3748425   0.82745844 -0.8641159  ... -0.8075939   0.4142361
   1.7398188 ]
 ...
 [ 0.984802   -0.2305428   0.4782807  ...  2.13901     1.0006094
  -1.3586748 ]
 [ 0.9738669  -0.24490966  0.02521126 ...  1.3340545  -0.09427013
  -1.5088464 ]
 [ 1.0138595   0.1110488  -0.16948335 ...  0.540505   -1.7511564
  -2.227717  ]]"
71,168,0dqGfCMAGyDgpUAgLNOjWd,417226,False,62,0.256,0.929,7,-6.667000000000001,1,0.113,0.0031100000000000004,0.201,0.11,0.278,113.47,4,https://p.scdn.co/mp3-preview/1ed11e779717e87b588b0a47c0e3a2b5a7717bfe?cid=28588cda247f4f599396da1ad5712d00,"[ 0.07869007  0.08967168  0.16368656 ... -0.14033227 -0.03633353
 -0.02965613]",22050,"[[  0.21677436  -5.4420958   -6.717043   ...  -7.722587    -4.353367
   -0.3462631 ]
 [ -0.24664298   1.3170696    2.2066474  ...   2.5195227    2.5735292
    5.733653  ]
 [  8.522413    12.147331    12.056442   ...  15.185748    15.529118
   13.710948  ]
 ...
 [-13.412686   -12.510426   -11.353661   ... -25.993736   -23.657007
  -21.561855  ]
 [-18.57483    -18.810698   -18.798954   ... -23.706188   -22.995144
  -31.829288  ]
 [-23.844887   -25.902185   -26.811039   ... -46.531273   -46.531273
  -37.681244  ]]","[[ 0.7125274  -1.0314001   0.31086317 ... -2.4396613  -1.3305783
  -0.8753303 ]
 [ 0.51414055 -1.0271783   0.27841023 ... -1.7463555  -1.1012797
  -0.6471196 ]
 [ 0.02595418 -0.9781333   0.6266389  ... -1.1705064  -1.0850635
  -1.156818  ]
 ...
 [-1.5217987   0.36945295 -0.57308024 ...  0.88249123  0.5436081
   0.55972224]
 [-1.4713678   0.4050066  -0.30581415 ...  1.0103289   1.0878863
  -0.14594711]
 [-1.4488108   0.50131947 -0.28406298 ...  0.51364726  0.300483
  -1.2697347 ]]"
72,169,56KqaFSGTb7ifpt16t5Y1N,222426,False,72,0.7959999999999999,0.872,9,-6.722,0,0.0573,0.287,0.0,0.284,0.866,129.894,4,https://p.scdn.co/mp3-preview/8db94be7e0aa2112512883e7fd6f3e7bcf09123c?cid=28588cda247f4f599396da1ad5712d00,[0.02873998 0.03870741 0.00234608 ... 0.07194335 0.10067921 0.11805738],22050,"[[-13.390912   -13.637457   -10.445308   ...  -5.4341598   -2.204568
   -0.15183704]
 [  5.797916     5.5227714    5.87631    ...   0.13641445   4.819207
   10.106045  ]
 [ 13.414713    13.329287     9.14379    ...   2.711825     7.1970634
    6.1641893 ]
 ...
 [-21.040577   -19.681496   -20.529005   ... -18.409067   -16.160662
  -15.50931   ]
 [-26.485306   -31.481777   -27.983482   ... -21.449265   -24.900173
  -20.143435  ]
 [-39.037155   -41.794605   -37.035564   ... -29.729446   -30.135433
  -26.53734   ]]","[[-0.93171716  1.0355883   0.6232228  ... -0.49469793 -0.1025952
  -0.6213028 ]
 [-0.92180085  0.84709865  0.54036194 ... -0.3203417  -0.15760507
  -0.61403286]
 [-0.95410407  0.43335262  0.53143674 ...  0.29007372 -0.50882405
  -0.3596745 ]
 ...
 [-0.73442537  0.32000944  1.1232252  ... -0.68629676 -0.57785356
   0.04534504]
 [-0.5914595   0.05534016  1.4872705  ... -0.23308013 -0.49488017
   0.70080316]
 [-0.7846906   0.19055063  1.6690521  ... -0.24447428 -0.10563453
   0.8384824 ]]"
73,172,6EPRKhUOdiFSQwGBRBbvsZ,165906,False,74,0.317,0.981,6,-7.102,1,0.174,0.00242,0.00677,0.0852,0.23399999999999999,140.079,4,https://p.scdn.co/mp3-preview/cf51f8a8f917601f32cd5574b897daa68f53471b?cid=28588cda247f4f599396da1ad5712d00,"[-0.10076392 -0.02094774 -0.06875145 ... -0.21867004 -0.30538487
 -0.05938375]",22050,"[[  8.898829     2.9962564   -2.4359808  ... -15.884791   -12.845055
    0.47762972]
 [ 11.6133175    5.8026175    5.7255054  ...  -5.0499682   -5.1182837
    1.5615433 ]
 [ 14.022956    13.925653    13.388071   ...   6.625636     7.6426263
    8.160888  ]
 ...
 [  0.8315674    2.2569249    0.30889875 ...  -1.6922193    0.07657043
   -0.66042566]
 [ -1.5364978   -2.025852    -5.330899   ...  -8.854172    -5.3846626
   -6.0565085 ]
 [-14.427676   -13.776463   -16.89879    ... -20.083138   -17.583296
  -18.88687   ]]","[[ 1.3139163  -2.5722902   2.734578   ...  1.5678957   1.6641417
   0.33854285]
 [ 1.4960715  -2.642923    2.5996144  ...  1.0411264   0.7970442
  -0.00350043]
 [ 1.6311563  -2.0108771   1.9029498  ...  0.8274814  -0.36288202
  -0.7204459 ]
 ...
 [ 0.7202762  -2.5913754   2.4723122  ... -0.5218333  -1.4843011
  -1.8585671 ]
 [ 0.5987796  -2.6728714   2.6217678  ...  0.24641426 -0.6514798
  -1.8649735 ]
 [ 0.55184555 -2.57384     2.2942657  ...  1.2585149   0.4518489
  -0.15152961]]"
74,174,1kDWbI0qgA2a11idtF2xNx,220306,False,56,0.525,0.858,9,-4.927,0,0.0345,0.000466,0.878,0.166,0.669,145.49200000000002,4,https://p.scdn.co/mp3-preview/ae7969f84a1b34bae519be84ca660d6ce146a196?cid=28588cda247f4f599396da1ad5712d00,"[-0.02147425 -0.01734697  0.00532967 ...  0.12551299  0.18895634
  0.16396189]",22050,"[[  1.2364674  -4.413656   -6.237163  ...  -9.954466   -7.1131797
    7.4916515]
 [  1.3143718  -0.8791131   4.451353  ...  -4.185352   -0.6609983
   12.488544 ]
 [ 13.138241   17.517633   17.882183  ...   7.859721    9.777328
   17.527382 ]
 ...
 [-37.156918  -33.047493  -23.318531  ... -18.41629   -14.833187
  -16.93704  ]
 [-39.960857  -39.390644  -38.151543  ... -22.817287  -20.414192
  -25.030602 ]
 [-42.388847  -44.294586  -42.72991   ... -27.478445  -22.86586
  -27.14252  ]]","[[-1.5018715e+00  8.2216799e-01 -2.6972544e-01 ...  2.9486123e-01
   1.0343444e+00  2.2315242e+00]
 [-7.1385837e-01  1.0263044e+00 -6.8587440e-01 ... -7.1461603e-02
   1.1383618e+00  1.7736647e+00]
 [ 6.4751923e-01  8.2085675e-01 -4.6953002e-01 ... -6.5033585e-01
   1.1762474e+00  1.3294640e+00]
 ...
 [ 1.3021150e-01  3.1428719e-01  1.5888344e-01 ... -6.2111127e-01
  -1.2488343e+00 -1.2128320e+00]
 [ 5.6757665e-01  7.9005706e-04  7.5133920e-01 ...  6.2190527e-01
  -5.1259637e-01 -1.1522750e+00]
 [ 6.6737854e-01  2.8919369e-01  1.0591825e+00 ...  1.7458245e+00
   6.6377109e-01  5.0648105e-01]]"
75,179,38Ngied9rBORlAbLYNCl4k,259906,False,70,0.644,0.919,2,-6.289,1,0.0561,0.18100000000000002,0.134,0.622,0.871,117.459,4,https://p.scdn.co/mp3-preview/892275affb593ba3641ead6a4e87df2473c8e833?cid=28588cda247f4f599396da1ad5712d00,"[ 0.010545    0.05533576  0.15920572 ... -0.04356656 -0.04094314
 -0.03571513]",22050,"[[ -4.202059   -6.751153   -3.8342168 ...   6.451229    3.5832238
   -2.009568 ]
 [ -1.1885993  -2.228211   -1.8388817 ...  15.425205    9.712736
    4.4932547]
 [  3.0468812   1.7089473  -2.7356415 ...  17.524317   15.178453
   13.0936775]
 ...
 [-13.909716  -15.129714  -23.601992  ... -28.60151   -29.584797
  -37.79116  ]
 [-19.234085  -20.136244  -24.107763  ... -29.511246  -30.493877
  -38.60093  ]
 [-32.006355  -33.335632  -37.205437  ... -42.733654  -48.946037
  -48.946037 ]]","[[ 1.0765637  -0.4633647   0.41168228 ... -0.525764   -0.6492729
  -0.25288358]
 [ 1.0261102  -0.46602032  0.26284602 ... -0.8658238  -1.1866574
  -0.44985187]
 [ 0.47708693  0.07130857 -0.01142032 ... -0.39904216 -1.0344669
  -0.27658772]
 ...
 [-1.1343955  -0.30491158 -0.6545159  ...  0.5022516   0.17842183
   1.4175447 ]
 [-1.9620379   0.40855    -1.3069371  ...  0.6673191   0.13418643
   1.5127301 ]
 [-2.262047    0.9732055  -1.5247874  ...  0.52428496 -0.1726271
   1.2060934 ]]"
76,182,7j31rVgGX9Q2blT92VBEA0,161920,False,77,0.46299999999999997,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,4,https://p.scdn.co/mp3-preview/7e780e073cb38e63e13544cd28a80d1eec88a49c?cid=28588cda247f4f599396da1ad5712d00,"[-0.2677851  -0.41785064 -0.36946893 ... -0.5067967  -0.4083731
  0.03308187]",22050,"[[ 19.52611     14.3999815   11.044253   ...   5.626145     2.6666923
    0.9927908 ]
 [ 16.569084    17.525843    18.320766   ...   7.944985     4.696833
    3.5522387 ]
 [ 17.171455    18.22739     23.252306   ...   2.795807     0.98400885
    0.6812717 ]
 ...
 [-19.187958    -8.440529    -3.20509    ... -11.153274   -11.475536
  -13.223593  ]
 [-20.242052   -14.165728    -8.535913   ... -16.086105   -16.23234
  -17.571638  ]
 [-21.105968   -23.614086   -22.57851    ... -27.71673    -28.69405
  -27.397106  ]]","[[-0.34447882  0.41793352 -0.8036119  ... -0.845574    0.9095799
   1.1036034 ]
 [ 0.07259665 -0.46984044  0.12077129 ... -0.7114096   1.0390451
   1.3620907 ]
 [ 0.22722664 -0.9112462   1.219329   ... -0.8539073   0.77864915
   0.8533556 ]
 ...
 [-1.871959   -2.2298486   0.9126526  ... -2.2550032  -1.7055175
  -2.0565896 ]
 [-1.5513784  -0.7835257   0.64749175 ... -2.4582715  -1.8477259
  -1.236102  ]
 [-1.3074168  -0.647304   -0.07149315 ... -1.7380338  -0.7555497
  -0.84417796]]"
77,183,5vfjUAhefN7IjHbTvVCT4Z,233026,False,67,0.5379999999999999,0.884,8,-3.2510000000000003,1,0.031,0.000138,0.0,0.466,0.736,146.511,4,https://p.scdn.co/mp3-preview/0e1a3330527a1f570a4d1428f32be931c055232b?cid=28588cda247f4f599396da1ad5712d00,"[-0.01052358  0.11719286  0.3089371  ...  0.3591325   0.36140546
  0.33649608]",22050,"[[ -0.6922326   6.4550824   4.643135  ...  13.630028   11.847342
   11.8279085]
 [ 16.4108     14.630804   13.641906  ...  17.505835   17.221386
   15.431404 ]
 [ 18.703753   16.926134   19.736378  ...  27.3629     27.50448
   26.034124 ]
 ...
 [-36.170094  -28.69331   -21.99869   ... -14.295578  -15.218414
  -14.0210905]
 [-44.64786   -37.013554  -33.804478  ... -18.037554  -17.915642
  -16.54636  ]
 [-44.64786   -42.535366  -42.720978  ... -31.195127  -25.558292
  -23.711468 ]]","[[-1.071753    2.1237032  -3.2152646  ...  0.7704708  -1.6023526
  -0.56597406]
 [-0.95319873  1.9908186  -2.2345314  ...  0.3233438  -1.2721575
  -0.34082532]
 [-0.90295     1.4043374  -1.4266415  ...  0.46532416 -0.82937056
  -0.49242166]
 ...
 [-0.42478827  0.26258594  0.8467725  ...  0.28404504  0.31680834
   0.63416386]
 [ 0.14800522 -0.02037705  1.4196963  ... -0.43965077  0.6225256
   0.609908  ]
 [ 1.1867822  -0.40119943  0.8847784  ... -1.0663792   0.05421066
  -0.35715455]]"
78,184,4bPQs0PHn4xbipzdPfn6du,187613,False,74,0.5670000000000001,0.795,9,-4.985,0,0.134,0.0938,0.0,0.114,0.635,170.06,4,https://p.scdn.co/mp3-preview/930966829960ca443d5fc2dae62c9cd5b9d6a395?cid=28588cda247f4f599396da1ad5712d00,"[-0.17201929 -0.22821575 -0.010773   ... -0.09018928 -0.14372934
 -0.11529568]",22050,"[[ 18.58197    12.706541   21.30852   ... -11.910255   -9.062215
   -7.372248 ]
 [ 21.27256    16.213898   28.068089  ...   5.489282    2.951459
    1.9429332]
 [ 23.069427   23.16681    27.49094   ...  10.607966    9.404754
   12.262289 ]
 ...
 [-10.113041  -10.433202   -9.883373  ... -11.314864  -16.703266
  -18.495564 ]
 [-18.93146   -19.641008  -18.328638  ... -18.021486  -19.7953
  -19.11489  ]
 [-23.087084  -24.478897  -23.698816  ... -28.026363  -29.643867
  -31.007694 ]]","[[ 0.2721597  -0.4237715   0.09760189 ...  0.55157787  0.46786144
   1.2054906 ]
 [ 0.18995409 -0.4706828  -0.01517986 ...  0.37114376  0.34400892
   0.7085651 ]
 [ 0.25445238 -0.68550783  0.6553572  ...  0.6309031   1.3759637
   0.47932065]
 ...
 [-0.36879304 -0.07653297  0.4105218  ...  0.96147037  0.73911244
   0.40401518]
 [-0.888573    0.20480983  0.7073351  ...  1.5916104   0.8126904
  -0.3631629 ]
 [-1.2916569   0.49947116  1.3013375  ... -0.03342748 -0.35646442
  -1.0839716 ]]"
79,187,5wQnmLuC1W7ATsArWACrgW,311106,False,77,0.217,0.905,2,-4.103,1,0.0752,0.00028900000000000003,0.00011,0.222,0.23600000000000002,96.95,4,https://p.scdn.co/mp3-preview/0c19f3a680ff92f9d38a34b3310e6ff1a661ab1e?cid=28588cda247f4f599396da1ad5712d00,[0.27595028 0.35976353 0.2178617  ... 0.11064286 0.14812343 0.1341206 ],22050,"[[ 22.785273   22.009212   21.530293  ...   7.585293    6.5803576
   11.075552 ]
 [ 29.104269   30.268951   24.238556  ...  13.913443   12.517091
   13.743502 ]
 [ 31.097452   30.036617   23.759365  ...  28.399529   29.22894
   28.317211 ]
 ...
 [-18.581907  -16.778639  -14.583721  ...  -8.829197  -13.690407
  -19.331978 ]
 [-18.583055  -21.187561  -23.076138  ... -13.845538  -16.54322
  -24.586475 ]
 [-19.944962  -25.666162  -37.489464  ... -25.91006   -28.934423
  -33.904564 ]]","[[ 0.51609296  0.8009458  -0.2617887  ...  0.5534042  -0.01724747
  -0.56733525]
 [ 0.21677615  0.9073573  -0.4005636  ...  0.96003234 -0.13139987
  -0.58556724]
 [-0.3427727   0.58463705 -0.4673007  ...  1.6698335  -0.01618616
  -1.0253748 ]
 ...
 [-0.21904229 -1.5841248   1.3794541  ...  0.27665097  1.2346201
   0.06806537]
 [-0.6027441  -0.7305461   1.3146935  ...  0.2510116   0.79431343
  -0.41405818]
 [-0.44415903  1.6757569   0.41431144 ... -0.20398349 -0.15834954
   0.1063614 ]]"
80,188,5GorCbAP4aL0EJ16frG2hd,262333,True,75,0.496,0.682,8,-4.095,1,0.0294,0.005520000000000001,2.94e-05,0.0589,0.474,167.06,4,https://p.scdn.co/mp3-preview/4cca71d6143e48f9c2e1420ce743986a45fe6dbf?cid=28588cda247f4f599396da1ad5712d00,"[ 0.08494963 -0.06755836 -0.25776586 ... -0.4641738  -0.3337273
 -0.3483831 ]",22050,"[[ 14.460882    8.734791   -2.5196486 ...  19.283304   14.755988
   10.869263 ]
 [ 17.939508   17.8155     18.675304  ...  23.035183   15.834316
   15.253452 ]
 [ 22.240631   24.747503   27.092257  ...  23.760609   17.320206
   15.060976 ]
 ...
 [ -4.692786   -4.548729   -7.9626822 ...  -9.598333  -11.955637
  -15.064323 ]
 [ -8.526689   -9.943766  -11.015016  ... -15.539416  -19.591244
  -17.245573 ]
 [-16.141453  -17.194832  -21.050585  ... -24.641747  -27.833883
  -28.22959  ]]","[[ 0.3557701  -1.9131873   2.258294   ... -0.20838615 -0.31848246
  -0.6329499 ]
 [ 0.39878193 -1.7852175   2.171318   ... -1.019506   -1.0925114
  -0.80237025]
 [ 0.47321045 -1.0503263   1.5261273  ... -0.7818946  -1.1791834
  -0.6813866 ]
 ...
 [ 0.9601244  -0.28403398  0.49141735 ... -0.11177173 -0.29924095
   0.18256907]
 [ 0.5437623  -0.5389111   0.19643089 ... -0.10586602 -1.3502444
  -0.6490084 ]
 [ 0.42965963 -0.626326   -0.07940225 ... -0.05060523 -1.4651617
  -0.86455226]]"
